ADDRESS;ORIGINAL_LAT;ORIGINAL_LNG
Ивановская область,РОДНИКИ,ул.Любимова, д.5;57.104161;41.72688
Ивановская область,КИНЕШМА,ул.им.Ленина, д.8, пом.1001;57.443441;42.167189
Ивановская область,Тейково г.,ул. Индустриальная, 11а;56.865781;40.540852
Ивановская область,Тейково г.,ул. Октябрьская, д. 50б;56.853302;40.547904
Ивановская область,Иваново г.,ул. 8 марта, д. 32;57.00523;40.984485
Иркутская область,Иркутск г.,ул. Баумана, д. 233а;52.3504;104.1507
Иркутская область,Иркутск г.,ул. Сергеева, 3/5;52.2678;104.2261
Иркутская область,Иркутск г.,ул. Дзержинского, 32;52.2817;104.2927
Иркутская область,Черемхово г.,ул. Декабрьских событий, 51;53.1481;103.0812
Иркутская область,Иркутск г.,ул. Рабочего штаба, строение 114/1;52.325412;104.307134
Иркутская область,Иркутск г.,ул. Вампилова, 2/2;52.261961;104.241888
Иркутская область,Иркутск г.,ул. Депутатская, д. 15;52.276503;104.319863
Иркутская область,Иркутск г.,ул. Трилиссера д. 57, корп А;52.273412;104.309361
Иркутская область,Иркутск г.,ул. Депутатская, д. 73;52.264649;104.33093
Иркутская область,Иркутск г.,ул. Партизанская, д. 143;52.267868;104.31229
Иркутская область,Иркутск г.,ул. Франк- Каменецкого  д. 13/1;52.291367;104.297126
Иркутская область,Иркутск г.,ул. Свердлова, д. 36;52.286349;104.288233
Иркутская область,Иркутск г.,мкр. Зеленый, д. 1/1;52.331659;104.364491
Иркутская область,Иркутск г.,ул. Советская, д. 58;52.27647;104.305184
Иркутская область,Иркутск г.,г.Иркутск, ул.2-я Железнодорожная, д.78;52.278514;104.250414
Иркутская область,ЗИМА,ул.Садовая, д.24 "А"-49;53.928646;102.062199
Иркутская область,САЯНСК,микрорайон Ленинградский, дом 2, пом. 81;54.112721;102.185753
Иркутская область,САЯНСК,микрорайон Юбилейный, дом 27, пом.1;54.110652;102.160825
Иркутская область,ЗИМА,ул. Коммунистическая, д.42;53.919983;102.047466
Иркутская область,Шелехов г.,микрорайон 4, д.9/48;52.209387;104.063241
Иркутская область,Иркутск г.,ул.Сибирских Партизан, дом 4, помещение 62;52.346378;104.225135
Иркутская область,Иркутск г.,Бульвар Рябикова, д.36/2, кв.2;52.261766;104.210825
Иркутская область,СЛЮДЯНКА,ул.Ленина, д.118, пом.101;51.655886;103.719034
Иркутская область,БАЙКАЛЬСК,мкр. Гагарина, д.7;51.522894;104.154411
Иркутская область,УСОЛЬЕ-СИБИРСКОЕ,пр-кт Красных Партизан, д.34-23;52.731936;103.655011
Иркутская область,УСОЛЬЕ-СИБИРСКОЕ,проспект Комсомольский, д.71, пом.51;52.750729;103.647698
Иркутская область,УСОЛЬЕ-СИБИРСКОЕ,ул.Интернациональная, дом 4-40;52.756877;103.650223
Иркутская область,УСОЛЬЕ-СИБИРСКОЕ,проспект Космонавтов, д.2, пом.4;52.729155;103.658442
Иркутская область,СЛЮДЯНКА,кл.Кирова, д.2Б, пом.1;51.655629;103.71421
Иркутская область,БАЙКАЛЬСК,мкр. Южный, квартал 1-й, д.26, пом.102;51.50688;104.146218
Иркутская область,Шелехов г.,4 квартал, д.15;52.212345;104.092948
Иркутская область,Иркутск г.,ул.Степана Разина, д.5;52.286618;104.272638
Иркутская область,Черемхово г.,ул. Фурманова, д.11;53.138311;103.088811
Иркутская область,БАЙКАЛЬСК,мкр.Гагарина, д.20, пом.11;51.521369;104.148392
Иркутская область,Иркутск г.,ул.Советская, д.146;52.279715;104.327561
Иркутская область,Иркутск г.,микрорайон Радужный, д.123;52.233138;104.279268
